Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","199","Slovaquie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","33981.839626","X","Sources internationales sûres",""
"MK","Indicateurs macro","199","Slovaquie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","98848.641555","X","Sources internationales sûres",""
"MK","Indicateurs macro","198","Slovénie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","29635.734155","X","Sources internationales sûres",""
"MK","Indicateurs macro","198","Slovénie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","48401.896808","X","Sources internationales sûres",""
"MK","Indicateurs macro","201","Somalie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1516.743116","X","Sources internationales sûres",""
"MK","Indicateurs macro","201","Somalie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1762.619405","X","Sources internationales sûres",""
"MK","Indicateurs macro","276","Soudan","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","63933.59451","X","Sources internationales sûres",""
"MK","Indicateurs macro","206","Soudan (ex)","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","21355.295465","X","Sources internationales sûres",""
"MK","Indicateurs macro","277","Soudan du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","12677.603591","X","Sources internationales sûres",""
"MK","Indicateurs macro","38","Sri Lanka","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","21609.196009","X","Sources internationales sûres",""
"MK","Indicateurs macro","38","Sri Lanka","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","74317.788943","X","Sources internationales sûres",""
"MK","Indicateurs macro","210","Suède","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","334337.040047","X","Sources internationales sûres",""
"MK","Indicateurs macro","210","Suède","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","586841.821797","X","Sources internationales sûres",""
"MK","Indicateurs macro","211","Suisse","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","363076.549539","X","Sources internationales sûres",""
"MK","Indicateurs macro","211","Suisse","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","712748.124223","X","Sources internationales sûres",""
"MK","Indicateurs macro","207","Suriname","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1557.921751","X","Sources internationales sûres",""
"MK","Indicateurs macro","207","Suriname","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","5145.655455","X","Sources internationales sûres",""
"MK","Indicateurs macro","208","Tadjikistan","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1555.024444","X","Sources internationales sûres",""
"MK","Indicateurs macro","208","Tadjikistan","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","8506.19547","X","Sources internationales sûres",""
"MK","Indicateurs macro","39","Tchad","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","3096.886395","X","Sources internationales sûres",""
"MK","Indicateurs macro","39","Tchad","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","13807.443695","X","Sources internationales sûres",""
"MK","Indicateurs macro","167","Tchéquie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","100090.467581","X","Sources internationales sûres",""
"MK","Indicateurs macro","167","Tchéquie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","211685.616593","X","Sources internationales sûres",""
"MK","Indicateurs macro","216","Thaïlande","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","152280.616469","X","Sources internationales sûres",""
"MK","Indicateurs macro","216","Thaïlande","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","420333.691698","X","Sources internationales sûres",""
"MK","Indicateurs macro","176","Timor-Leste","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","490.397951","X","Sources internationales sûres",""
"MK","Indicateurs macro","176","Timor-Leste","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1395.52535","X","Sources internationales sûres",""
"MK","Indicateurs macro","217","Togo","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","2111.093148","X","Sources internationales sûres",""
"MK","Indicateurs macro","217","Togo","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","5009.185153","X","Sources internationales sûres",""
"MK","Indicateurs macro","219","Tonga","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","206.922433","X","Sources internationales sûres",""
"MK","Indicateurs macro","219","Tonga","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","440.50296","X","Sources internationales sûres",""
"MK","Indicateurs macro","220","Trinité-et-Tobago","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","11335.845702","X","Sources internationales sûres",""
"MK","Indicateurs macro","220","Trinité-et-Tobago","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","27268.350936","X","Sources internationales sûres",""
"MK","Indicateurs macro","222","Tunisie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","27453.895159","X","Sources internationales sûres",""
"MK","Indicateurs macro","222","Tunisie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","46252.260219","X","Sources internationales sûres",""
"MK","Indicateurs macro","213","Turkménistan","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","11283.414529","X","Sources internationales sûres",""
"MK","Indicateurs macro","213","Turkménistan","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","39197.54386","X","Sources internationales sûres",""
"MK","Indicateurs macro","223","Turquie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","314595.528225","X","Sources internationales sûres",""
"MK","Indicateurs macro","223","Turquie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","957798.997979","X","Sources internationales sûres",""
"MK","Indicateurs macro","227","Tuvalu","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","18.357812","X","Sources internationales sûres",""
"MK","Indicateurs macro","227","Tuvalu","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","37.10794","X","Sources internationales sûres",""
"MK","Indicateurs macro","230","Ukraine","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","52010.352502","X","Sources internationales sûres",""
"MK","Indicateurs macro","230","Ukraine","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","183310.146378","X","Sources internationales sûres",""
"MK","Indicateurs macro","234","Uruguay","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","12045.652609","X","Sources internationales sûres",""
"MK","Indicateurs macro","234","Uruguay","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","57531.224151","X","Sources internationales sûres",""
"MK","Indicateurs macro","155","Vanuatu","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","314.455046","X","Sources internationales sûres",""
"MK","Indicateurs macro","155","Vanuatu","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","801.787556","X","Sources internationales sûres",""
"MK","Indicateurs macro","236","Venezuela (République bolivarienne du)","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","83529.234838","X","Sources internationales sûres",""
"MK","Indicateurs macro","236","Venezuela (République bolivarienne du)","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","371338.321702","X","Sources internationales sûres",""
"MK","Indicateurs macro","237","Viet Nam","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","39552.513231","X","Sources internationales sûres",""
"MK","Indicateurs macro","237","Viet Nam","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","171222.02539","X","Sources internationales sûres",""
"MK","Indicateurs macro","249","Yémen","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","13555.49052","X","Sources internationales sûres",""
"MK","Indicateurs macro","249","Yémen","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","34755.287255","X","Sources internationales sûres",""
"MK","Indicateurs macro","251","Zambie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","4901.869723","X","Sources internationales sûres",""
"MK","Indicateurs macro","251","Zambie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","26585.248763","X","Sources internationales sûres",""
"MK","Indicateurs macro","181","Zimbabwe","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","7746.503219","X","Sources internationales sûres",""
"MK","Indicateurs macro","181","Zimbabwe","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","19091.019987","X","Sources internationales sûres",""
