code_pays,pays,code_produit,produit,annee,dispo_int,alim_ani,semences,pertes,transfo,nourriture,autres_utilisations
32,Cameroun,2805,Riz (Eq Blanchi),2013,721000000.0,0.0,6000000.0,34000000.0,0.0,531000000.0,150000000.0
32,Cameroun,2848,Lait - Excl Beurre,2013,352000000.0,0.0,0.0,13000000.0,0.0,340000000.0,0.0
32,Cameroun,2899,Miscellanees,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Canada,2511,Blé,2013,8381000000.0,3731000000.0,1031000000.0,21000000.0,0.0,2989000000.0,664000000.0
33,Canada,2513,Orge,2013,8405000000.0,7313000000.0,207000000.0,0.0,869000000.0,16000000.0,0.0
33,Canada,2514,Maïs,2013,13283000000.0,10723000000.0,16000000.0,452000000.0,1176000000.0,667000000.0,249000000.0
33,Canada,2515,Seigle,2013,68000000.0,6000000.0,7000000.0,0.0,15000000.0,40000000.0,0.0
33,Canada,2516,Avoine,2013,2224000000.0,2108000000.0,90000000.0,0.0,0.0,26000000.0,0.0
33,Canada,2517,Millet,2013,5000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0
33,Canada,2518,Sorgho,2013,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0
33,Canada,2520,"Céréales, Autres",2013,-94000000.0,18000000.0,10000000.0,5000000.0,138000000.0,17000000.0,0.0
33,Canada,2531,Pommes de Terre,2013,3022000000.0,0.0,205000000.0,403000000.0,0.0,2501000000.0,0.0
33,Canada,2532,Manioc,2013,46000000.0,8000000.0,0.0,0.0,0.0,13000000.0,25000000.0
33,Canada,2533,Patates douces,2013,50000000.0,0.0,0.0,1000000.0,0.0,49000000.0,0.0
33,Canada,2534,Racines nda,2013,7000000.0,0.0,0.0,0.0,0.0,7000000.0,0.0
33,Canada,2535,Ignames,2013,16000000.0,0.0,0.0,0.0,0.0,16000000.0,0.0
33,Canada,2536,"Sucre, canne",2013,1000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0
33,Canada,2537,"Sucre, betterave",2013,535000000.0,12000000.0,0.0,0.0,523000000.0,0.0,0.0
33,Canada,2542,Sucre Eq Brut,2013,1136000000.0,0.0,0.0,0.0,0.0,1136000000.0,0.0
33,Canada,2543,Edulcorants Autres,2013,539000000.0,0.0,0.0,0.0,0.0,534000000.0,5000000.0
33,Canada,2546,Haricots,2013,47000000.0,0.0,9000000.0,5000000.0,0.0,33000000.0,0.0
33,Canada,2547,Pois,2013,499000000.0,140000000.0,226000000.0,80000000.0,0.0,53000000.0,0.0
33,Canada,2549,Légumineuses Autres,2013,474000000.0,14000000.0,76000000.0,45000000.0,0.0,340000000.0,0.0
33,Canada,2551,Noix,2013,181000000.0,0.0,0.0,0.0,0.0,181000000.0,0.0
33,Canada,2555,Soja,2013,2306000000.0,467000000.0,186000000.0,32000000.0,1588000000.0,33000000.0,0.0
33,Canada,2556,Arachides Decortiquees,2013,101000000.0,0.0,0.0,0.0,0.0,101000000.0,0.0
33,Canada,2557,Graines de tournesol,2013,57000000.0,3000000.0,1000000.0,0.0,53000000.0,0.0,0.0
33,Canada,2558,Graines Colza/Moutarde,2013,8098000000.0,739000000.0,73000000.0,541000000.0,6700000000.0,45000000.0,0.0
33,Canada,2559,Graines de coton,2013,10000000.0,0.0,0.0,0.0,0.0,0.0,10000000.0
33,Canada,2560,Coco (Incl Coprah),2013,48000000.0,0.0,0.0,0.0,0.0,48000000.0,0.0
33,Canada,2561,Sésame,2013,6000000.0,0.0,0.0,0.0,0.0,6000000.0,0.0
33,Canada,2562,Palmistes,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Canada,2563,Olives,2013,25000000.0,0.0,0.0,0.0,0.0,25000000.0,0.0
33,Canada,2570,"Plantes Oleiferes, Autre",2013,21000000.0,0.0,15000000.0,22000000.0,30000000.0,2000000.0,41000000.0
33,Canada,2571,Huile de Soja,2013,244000000.0,0.0,0.0,0.0,0.0,196000000.0,48000000.0
33,Canada,2572,Huile d'Arachide,2013,2000000.0,0.0,0.0,0.0,0.0,2000000.0,0.0
33,Canada,2573,Huile de Tournesol,2013,39000000.0,0.0,0.0,0.0,0.0,20000000.0,18000000.0
33,Canada,2574,Huile de Colza&Moutarde,2013,638000000.0,0.0,0.0,0.0,0.0,535000000.0,103000000.0
33,Canada,2575,Huile Graines de Coton,2013,14000000.0,0.0,0.0,0.0,0.0,11000000.0,3000000.0
33,Canada,2576,Huile de Palmistes,2013,5000000.0,0.0,0.0,0.0,0.0,0.0,5000000.0
33,Canada,2577,Huile de Palme,2013,73000000.0,0.0,0.0,0.0,0.0,27000000.0,82000000.0
33,Canada,2578,Huile de Coco,2013,16000000.0,0.0,0.0,0.0,0.0,9000000.0,7000000.0
33,Canada,2579,Huile de Sésame,2013,2000000.0,0.0,0.0,0.0,0.0,2000000.0,0.0
33,Canada,2580,Huile d'Olive,2013,37000000.0,0.0,0.0,0.0,0.0,37000000.0,0.0
33,Canada,2582,Huile de Germe de Maïs,2013,58000000.0,0.0,0.0,0.0,0.0,56000000.0,2000000.0
33,Canada,2586,Huil Plantes Oleif Autr,2013,38000000.0,0.0,0.0,0.0,23000000.0,0.0,53000000.0
33,Canada,2601,Tomates,2013,694000000.0,0.0,0.0,40000000.0,0.0,654000000.0,0.0
33,Canada,2602,Oignons,2013,330000000.0,0.0,0.0,18000000.0,0.0,312000000.0,0.0
